sku_id,date,qty,is_top5,sku_name
SKU_001,2023-01-01,1039,True,尿布
SKU_001,2023-02-01,1000,True,尿布
SKU_001,2023-03-01,1075,True,尿布
SKU_001,2023-04-01,1157,True,尿布
SKU_001,2023-05-01,1028,True,尿布
SKU_001,2023-06-01,1041,True,尿布
SKU_001,2023-07-01,1198,True,尿布
SKU_001,2023-08-01,1146,True,尿布
SKU_001,2023-09-01,1060,True,尿布
SKU_001,2023-10-01,1487,True,尿布
SKU_001,2023-11-01,3670,True,尿布
SKU_001,2023-12-01,1440,True,尿布
SKU_001,2024-01-01,1169,True,尿布
SKU_001,2024-02-01,1010,True,尿布
SKU_001,2024-03-01,1039,True,尿布
SKU_001,2024-04-01,1145,True,尿布
SKU_001,2024-05-01,1123,True,尿布
SKU_001,2024-06-01,1244,True,尿布
SKU_001,2024-07-01,1160,True,尿布
SKU_001,2024-08-01,1134,True,尿布
SKU_001,2024-09-01,1379,True,尿布
SKU_001,2024-10-01,1642,True,尿布
SKU_001,2024-11-01,4269,True,尿布
SKU_001,2024-12-01,1585,True,尿布
SKU_001,2025-01-01,1278,True,尿布
SKU_001,2025-02-01,1346,True,尿布
SKU_001,2025-03-01,1261,True,尿布
SKU_001,2025-04-01,1399,True,尿布
SKU_001,2025-05-01,1337,True,尿布
SKU_001,2025-06-01,1378,True,尿布
SKU_001,2025-07-01,1370,True,尿布
SKU_001,2025-08-01,1583,True,尿布
SKU_001,2025-09-01,1450,True,尿布
SKU_001,2025-10-01,1824,True,尿布
SKU_001,2025-11-01,4969,True,尿布
SKU_001,2025-12-01,1856,True,尿布
SKU_002,2023-01-01,812,True,起司
SKU_002,2023-02-01,683,True,起司
SKU_002,2023-03-01,722,True,起司
SKU_002,2023-04-01,815,True,起司
SKU_002,2023-05-01,849,True,起司
SKU_002,2023-06-01,816,True,起司
SKU_002,2023-07-01,801,True,起司
SKU_002,2023-08-01,791,True,起司
SKU_002,2023-09-01,721,True,起司
SKU_002,2023-10-01,833,True,起司
SKU_002,2023-11-01,1013,True,起司
SKU_002,2023-12-01,943,True,起司
SKU_002,2024-01-01,836,True,起司
SKU_002,2024-02-01,711,True,起司
SKU_002,2024-03-01,838,True,起司
SKU_002,2024-04-01,796,True,起司
SKU_002,2024-05-01,780,True,起司
SKU_002,2024-06-01,859,True,起司
SKU_002,2024-07-01,885,True,起司
SKU_002,2024-08-01,881,True,起司
SKU_002,2024-09-01,776,True,起司
SKU_002,2024-10-01,875,True,起司
SKU_002,2024-11-01,1081,True,起司
SKU_002,2024-12-01,955,True,起司
SKU_002,2025-01-01,803,True,起司
SKU_002,2025-02-01,822,True,起司
SKU_002,2025-03-01,768,True,起司
SKU_002,2025-04-01,764,True,起司
SKU_002,2025-05-01,886,True,起司
SKU_002,2025-06-01,920,True,起司
SKU_002,2025-07-01,836,True,起司
SKU_002,2025-08-01,902,True,起司
SKU_002,2025-09-01,865,True,起司
SKU_002,2025-10-01,873,True,起司
SKU_002,2025-11-01,1104,True,起司
SKU_002,2025-12-01,1007,True,起司
SKU_003,2023-01-01,897,True,啤酒
SKU_003,2023-02-01,1003,True,啤酒
SKU_003,2023-03-01,704,True,啤酒
SKU_003,2023-04-01,938,True,啤酒
SKU_003,2023-05-01,881,True,啤酒
SKU_003,2023-06-01,848,True,啤酒
SKU_003,2023-07-01,869,True,啤酒
SKU_003,2023-08-01,718,True,啤酒
SKU_003,2023-09-01,835,True,啤酒
SKU_003,2023-10-01,954,True,啤酒
SKU_003,2023-11-01,3545,True,啤酒
SKU_003,2023-12-01,880,True,啤酒
SKU_003,2024-01-01,771,True,啤酒
SKU_003,2024-02-01,787,True,啤酒
SKU_003,2024-03-01,880,True,啤酒
SKU_003,2024-04-01,833,True,啤酒
SKU_003,2024-05-01,768,True,啤酒
SKU_003,2024-06-01,835,True,啤酒
SKU_003,2024-07-01,800,True,啤酒
SKU_003,2024-08-01,856,True,啤酒
SKU_003,2024-09-01,734,True,啤酒
SKU_003,2024-10-01,832,True,啤酒
SKU_003,2024-11-01,3139,True,啤酒
SKU_003,2024-12-01,741,True,啤酒
SKU_003,2025-01-01,782,True,啤酒
SKU_003,2025-02-01,774,True,啤酒
SKU_003,2025-03-01,751,True,啤酒
SKU_003,2025-04-01,729,True,啤酒
SKU_003,2025-05-01,641,True,啤酒
SKU_003,2025-06-01,706,True,啤酒
SKU_003,2025-07-01,706,True,啤酒
SKU_003,2025-08-01,669,True,啤酒
SKU_003,2025-09-01,709,True,啤酒
SKU_003,2025-10-01,815,True,啤酒
SKU_003,2025-11-01,3045,True,啤酒
SKU_003,2025-12-01,788,True,啤酒
SKU_004,2023-01-01,712,True,紅酒
SKU_004,2023-02-01,701,True,紅酒
SKU_004,2023-03-01,615,True,紅酒
SKU_004,2023-04-01,715,True,紅酒
SKU_004,2023-05-01,725,True,紅酒
SKU_004,2023-06-01,851,True,紅酒
SKU_004,2023-07-01,724,True,紅酒
SKU_004,2023-08-01,755,True,紅酒
SKU_004,2023-09-01,744,True,紅酒
SKU_004,2023-10-01,843,True,紅酒
SKU_004,2023-11-01,1724,True,紅酒
SKU_004,2023-12-01,954,True,紅酒
SKU_004,2024-01-01,809,True,紅酒
SKU_004,2024-02-01,730,True,紅酒
SKU_004,2024-03-01,852,True,紅酒
SKU_004,2024-04-01,718,True,紅酒
SKU_004,2024-05-01,824,True,紅酒
SKU_004,2024-06-01,910,True,紅酒
SKU_004,2024-07-01,758,True,紅酒
SKU_004,2024-08-01,785,True,紅酒
SKU_004,2024-09-01,825,True,紅酒
SKU_004,2024-10-01,967,True,紅酒
SKU_004,2024-11-01,1756,True,紅酒
SKU_004,2024-12-01,1011,True,紅酒
SKU_004,2025-01-01,793,True,紅酒
SKU_004,2025-02-01,877,True,紅酒
SKU_004,2025-03-01,814,True,紅酒
SKU_004,2025-04-01,944,True,紅酒
SKU_004,2025-05-01,835,True,紅酒
SKU_004,2025-06-01,865,True,紅酒
SKU_004,2025-07-01,929,True,紅酒
SKU_004,2025-08-01,833,True,紅酒
SKU_004,2025-09-01,913,True,紅酒
SKU_004,2025-10-01,1157,True,紅酒
SKU_004,2025-11-01,1937,True,紅酒
SKU_004,2025-12-01,1118,True,紅酒
SKU_005,2023-01-01,523,False,塑膠袋
SKU_005,2023-02-01,572,False,塑膠袋
SKU_005,2023-03-01,392,False,塑膠袋
SKU_005,2023-04-01,387,False,塑膠袋
SKU_005,2023-05-01,555,False,塑膠袋
SKU_005,2023-06-01,536,False,塑膠袋
SKU_005,2023-07-01,534,False,塑膠袋
SKU_005,2023-08-01,545,False,塑膠袋
SKU_005,2023-09-01,455,False,塑膠袋
SKU_005,2023-10-01,565,False,塑膠袋
SKU_005,2023-11-01,573,False,塑膠袋
SKU_005,2023-12-01,484,False,塑膠袋
SKU_005,2024-01-01,692,False,塑膠袋
SKU_005,2024-02-01,569,False,塑膠袋
SKU_005,2024-03-01,422,False,塑膠袋
SKU_005,2024-04-01,590,False,塑膠袋
SKU_005,2024-05-01,445,False,塑膠袋
SKU_005,2024-06-01,606,False,塑膠袋
SKU_005,2024-07-01,642,False,塑膠袋
SKU_005,2024-08-01,466,False,塑膠袋
SKU_005,2024-09-01,629,False,塑膠袋
SKU_005,2024-10-01,608,False,塑膠袋
SKU_005,2024-11-01,648,False,塑膠袋
SKU_005,2024-12-01,747,False,塑膠袋
SKU_005,2025-01-01,529,False,塑膠袋
SKU_005,2025-02-01,485,False,塑膠袋
SKU_005,2025-03-01,475,False,塑膠袋
SKU_005,2025-04-01,484,False,塑膠袋
SKU_005,2025-05-01,553,False,塑膠袋
SKU_005,2025-06-01,593,False,塑膠袋
SKU_005,2025-07-01,589,False,塑膠袋
SKU_005,2025-08-01,641,False,塑膠袋
SKU_005,2025-09-01,570,False,塑膠袋
SKU_005,2025-10-01,731,False,塑膠袋
SKU_005,2025-11-01,579,False,塑膠袋
SKU_005,2025-12-01,850,False,塑膠袋
SKU_006,2023-01-01,425,True,米
SKU_006,2023-02-01,371,True,米
SKU_006,2023-03-01,369,True,米
SKU_006,2023-04-01,437,True,米
SKU_006,2023-05-01,416,True,米
SKU_006,2023-06-01,460,True,米
SKU_006,2023-07-01,457,True,米
SKU_006,2023-08-01,441,True,米
SKU_006,2023-09-01,417,True,米
SKU_006,2023-10-01,512,True,米
SKU_006,2023-11-01,1262,True,米
SKU_006,2023-12-01,625,True,米
SKU_006,2024-01-01,488,True,米
SKU_006,2024-02-01,437,True,米
SKU_006,2024-03-01,501,True,米
SKU_006,2024-04-01,517,True,米
SKU_006,2024-05-01,474,True,米
SKU_006,2024-06-01,524,True,米
SKU_006,2024-07-01,528,True,米
SKU_006,2024-08-01,488,True,米
SKU_006,2024-09-01,556,True,米
SKU_006,2024-10-01,710,True,米
SKU_006,2024-11-01,1579,True,米
SKU_006,2024-12-01,751,True,米
SKU_006,2025-01-01,520,True,米
SKU_006,2025-02-01,547,True,米
SKU_006,2025-03-01,614,True,米
SKU_006,2025-04-01,623,True,米
SKU_006,2025-05-01,632,True,米
SKU_006,2025-06-01,775,True,米
SKU_006,2025-07-01,653,True,米
SKU_006,2025-08-01,686,True,米
